tick,customer_ID,latitude,longitude,stickiness,random_number,current_firm,previous_firm,decision,c_deviance_propensity
0,90,33.9393,-117.5699,5,61,6,2,move,0
0,92,33.8848,-117.6765,60,94,4,2,move,0
0,217,34.1706,-117.7501,37,97,6,4,move,0
0,360,34.0421,-117.4872,89,80,6,0,stay,0
0,506,34.0235,-117.2991,86,35,8,0,stay,0
0,366,34.0488,-117.6041,25,37,5,6,move,0
0,336,34.0801,-117.6019,44,4,5,0,stay,0
0,404,34.1474,-117.5786,97,15,7,0,stay,0
0,106,33.8091,-117.5753,57,13,2,0,stay,0
0,427,34.6569,-117.2931,75,80,0,0,wait,0
0,500,33.9485,-117.2936,9,51,10,8,move,0
0,178,34.0496,-117.581,73,9,3,0,stay,0
0,655,34.0482,-117.1048,38,0,10,0,move,0
0,134,34.052,-117.6055,63,92,0,6,wait,0
0,299,34.2063,-117.6644,27,91,0,6,wait,0
0,238,34.1122,-117.7242,37,11,4,0,stay,0
0,508,34.0485,-117.2082,36,51,10,8,move,0
0,76,33.7587,-117.4637,33,47,8,2,move,0
0,350,34.2249,-117.4968,81,0,5,0,move,0
0,152,34.2345,-117.5217,89,71,3,0,stay,0
0,327,34.0689,-117.5761,93,88,5,0,stay,0
0,643,33.9664,-117.1114,63,15,10,0,stay,0
0,579,34.0398,-117.7023,100,96,9,0,stay,0
0,405,34.2079,-117.6234,0,7,0,6,wait,0
0,60,33.8169,-117.0748,37,80,10,1,move,0
0,200,34.0908,-117.6164,56,87,0,6,wait,0
0,457,34.5398,-117.3225,67,1,7,0,stay,0
0,154,34.1767,-117.6006,76,83,0,6,wait,0
0,311,34.1223,-117.5128,68,97,0,6,wait,0
0,151,34.1746,-117.3974,92,65,3,0,stay,0
0,358,34.1717,-117.5443,13,75,3,6,move,0
0,616,34.1333,-117.8062,7,48,4,10,move,0
0,131,34.0626,-117.4303,73,41,2,0,stay,0
0,611,34.0131,-117.737,2,52,4,10,move,0
0,102,33.7316,-117.4724,90,35,2,0,stay,0
0,54,33.6983,-116.9961,46,36,1,0,stay,0
0,559,33.9818,-117.4325,62,36,9,0,stay,0
0,209,34.1546,-117.6337,64,70,6,4,move,0
0,77,33.9378,-117.6786,63,61,2,0,stay,0
0,256,34.063,-117.7038,32,77,0,6,wait,0
0,408,33.9962,-117.4786,44,99,6,7,move,0
0,439,34.4928,-117.2012,86,17,7,0,stay,0
0,235,34.042,-117.6509,27,87,6,4,move,0
0,198,34.0192,-117.4844,92,14,3,0,stay,0
0,384,34.0853,-117.6018,16,16,6,0,stay,0
0,12,33.7966,-117.0873,22,48,10,1,move,0
0,31,33.7908,-117.0862,72,28,1,0,stay,0
0,497,34.1088,-117.4008,41,87,0,6,wait,0
0,325,34.1727,-117.578,54,72,0,6,wait,0
0,377,34.0849,-117.5497,79,41,6,0,stay,0
0,88,33.8871,-117.5314,13,88,0,6,wait,0
0,515,34.1405,-117.2803,5,61,6,8,move,0
0,540,34.1512,-117.326,82,48,9,0,stay,0
0,95,33.936,-117.636,60,69,6,2,move,0
0,320,34.0348,-117.6618,28,42,0,6,wait,0
0,342,34.1409,-117.421,64,76,8,5,move,0
0,466,34.5675,-117.3084,28,65,0,0,wait,0
0,127,33.8377,-117.6579,78,3,2,0,stay,0
0,196,34.1556,-117.4093,1,85,8,3,move,0
0,323,34.2017,-117.478,34,50,0,6,wait,0
0,174,34.1527,-117.3691,93,71,3,0,stay,0
0,118,33.9158,-117.5728,95,60,2,0,stay,0
0,375,34.0137,-117.497,57,45,6,0,stay,0
0,581,34.1235,-117.6856,73,89,0,6,wait,0
0,423,34.4794,-117.2321,22,4,7,0,stay,0
0,248,34.1193,-117.6831,19,78,6,4,move,0
0,176,34.1971,-117.6076,54,5,3,0,stay,0
0,142,34.2028,-117.3892,78,47,3,0,stay,0
0,635,34.1175,-117.0117,46,86,8,10,move,0
0,9,33.7761,-117.0754,70,24,1,0,stay,0
0,382,34.0643,-117.6324,7,82,5,6,move,0
0,468,34.6352,-117.3275,37,46,0,0,wait,0
0,241,34.0612,-117.667,22,47,0,6,wait,0
0,516,33.9999,-117.225,58,61,0,10,wait,0
0,610,34.0865,-117.7933,82,71,10,0,stay,0
0,615,34.0091,-117.5672,4,73,0,6,wait,0
0,302,34.1233,-117.4628,83,92,0,6,wait,0
0,634,34.0429,-117,73,19,10,0,stay,0
0,618,34.0779,-117.5797,60,5,10,0,stay,0
0,251,34.1695,-117.534,66,2,4,0,stay,0
0,318,34.2311,-117.4734,91,52,5,0,stay,0
0,242,34.1341,-117.7154,8,16,6,4,move,0
0,132,34.1893,-117.4066,1,82,8,2,move,0
0,83,33.7831,-117.5209,70,20,2,0,stay,0
0,398,34.134,-117.4427,53,64,8,6,move,0
0,555,34.0127,-117.2763,57,58,8,9,move,0
0,11,33.63,-116.9826,93,1,1,0,stay,0
0,192,34.0788,-117.4906,74,84,6,3,move,0
0,122,33.7321,-117.6589,30,69,4,2,move,0
0,471,34.5408,-117.1557,89,98,0,0,wait,0
0,110,33.8021,-117.5697,80,31,2,0,stay,0
0,225,34.0779,-117.6931,93,1,4,0,stay,0
0,159,34.1709,-117.4166,56,64,8,3,move,0
0,534,34.1077,-117.2741,70,64,9,0,stay,0
0,46,33.8567,-116.9604,2,42,10,1,move,0
0,301,34.2143,-117.6285,83,76,5,0,stay,0
0,81,33.9054,-117.6154,37,8,2,0,stay,0
0,59,33.6831,-116.956,25,98,10,1,move,0
0,389,34.0241,-117.4208,92,33,6,0,stay,0
0,288,34.1629,-117.487,87,75,5,0,stay,0
0,406,34.031,-117.4334,46,10,7,0,stay,0
0,503,33.9607,-117.3159,52,36,8,0,stay,0
0,331,34.2134,-117.4495,19,14,5,0,stay,0
0,206,34.1355,-117.7588,44,12,4,0,stay,0
0,621,34.1118,-117.6138,100,1,0,10,move,0
0,531,34.0782,-117.234,74,59,9,0,stay,0
0,141,34.1959,-117.4437,93,64,3,0,stay,0
0,316,34.1743,-117.5852,64,21,5,0,stay,0
0,97,33.7447,-117.6909,12,44,4,2,move,0
0,539,34.0313,-117.2988,46,38,9,0,stay,0
0,528,34.0488,-117.2228,17,71,8,9,move,0
0,529,34.1339,-117.2341,44,92,8,9,move,0
0,361,34.1193,-117.6424,44,89,5,6,move,0
0,514,34.0416,-117.4171,82,62,0,8,move,0
0,395,34.0433,-117.5111,82,17,6,0,stay,0
0,18,33.8306,-116.8959,21,83,10,1,move,0
0,75,33.9383,-117.5611,34,53,0,6,wait,0
0,268,33.9698,-117.545,66,79,6,4,move,0
0,292,34.0366,-117.6194,73,60,5,0,stay,0
0,266,33.9506,-117.6575,59,77,6,4,move,0
0,133,34.0761,-117.4371,51,10,2,0,stay,0
0,194,34.2122,-117.543,24,38,0,6,wait,0
0,321,34.0968,-117.6429,87,15,5,0,stay,0
0,598,34.0729,-117.7025,81,11,0,10,move,0
0,627,33.9895,-116.9747,19,16,10,0,stay,0
0,240,34.0192,-117.7724,100,5,4,0,stay,0
0,572,34.155,-117.608,27,38,6,9,move,0
0,281,34.1962,-117.5109,38,7,5,0,stay,0
0,424,34.4485,-117.2401,79,31,7,0,stay,0
0,583,34.0087,-117.6169,57,95,0,6,wait,0
0,340,34.207,-117.5139,80,18,5,0,stay,0
0,186,34.2206,-117.3879,19,63,8,3,move,0
0,536,34.1022,-117.3121,36,47,8,9,move,0
0,422,34.4762,-117.2916,87,72,7,0,stay,0
0,40,33.7309,-117.0894,1,46,0,10,wait,0
0,431,34.6144,-117.2264,74,83,0,0,wait,0
0,119,33.8162,-117.4799,11,39,8,2,move,0
0,10,33.6256,-116.9321,34,1,1,0,stay,0
0,99,33.9526,-117.6526,60,28,2,0,stay,0
0,214,34.0545,-117.653,21,82,6,4,move,0
0,227,34.0978,-117.6925,54,48,4,0,stay,0
0,547,34.0514,-117.2631,52,97,8,9,move,0
0,563,34.0258,-117.6039,64,79,6,9,move,0
0,50,33.7309,-116.9557,31,57,10,1,move,0
0,590,33.9931,-117.6573,3,39,0,6,wait,0
0,129,33.9672,-117.4933,15,47,0,6,wait,0
0,609,33.9786,-117.7655,18,41,4,10,move,0
0,211,34.0607,-117.6906,15,87,0,6,wait,0
0,401,34.1666,-117.6093,45,47,5,6,move,0
0,267,34.0193,-117.5492,59,27,4,0,stay,0
0,390,34.1423,-117.5426,34,13,0,6,move,0
0,367,34.1282,-117.5695,0,23,5,6,move,0
0,653,34.0423,-117.179,80,0,10,0,move,0
0,167,34.0078,-117.5075,14,47,0,6,wait,0
0,338,34.0553,-117.5462,95,1,5,0,stay,0
0,519,33.9132,-117.3305,41,99,8,9,move,0
0,470,34.4813,-117.346,66,80,0,6,wait,0
0,261,34.1802,-117.6932,61,22,4,0,stay,0
0,8,33.68,-116.9031,48,50,10,1,move,0
0,144,34.0815,-117.5325,43,45,0,6,wait,0
0,306,34.2059,-117.624,44,81,0,6,wait,0
0,454,34.622,-117.3642,10,11,0,0,wait,0
0,30,33.8677,-116.9749,5,23,10,1,move,0
0,510,33.9283,-117.4366,83,81,8,0,stay,0
0,392,34.1555,-117.4272,19,82,8,6,move,0
0,29,33.73,-116.9614,100,35,1,0,stay,0
0,52,33.8274,-117.0534,92,79,1,0,stay,0
0,337,34.1184,-117.4633,23,96,0,6,wait,0
0,612,34.1722,-117.6479,64,92,6,10,move,0
0,379,34.2291,-117.6612,38,78,5,6,move,0
0,57,33.8446,-116.945,30,48,10,1,move,0
0,349,34.0962,-117.5688,86,0,5,0,move,0
0,505,34.1005,-117.1949,61,80,0,10,wait,0
0,303,34.1226,-117.493,8,12,0,6,wait,0
0,58,33.7037,-117.0643,2,14,10,1,move,0
0,166,34.0628,-117.5103,42,71,6,3,move,0
0,440,34.6179,-117.2766,68,5,7,0,stay,0
0,258,34.0057,-117.5554,24,14,4,0,stay,0
0,573,33.9889,-117.6725,12,39,0,6,wait,0
0,530,34.1534,-117.3157,90,60,9,0,stay,0
0,544,34.0337,-117.4353,82,35,9,0,stay,0
0,489,34.1342,-117.3495,55,33,0,8,move,0
0,452,34.6447,-117.1647,18,48,0,0,wait,0
0,658,33.891,-117.105,22,0,10,0,move,0
0,277,34.0752,-117.4636,89,23,5,0,stay,0
0,280,34.0873,-117.6204,1,39,0,6,wait,0
0,642,34.1111,-117.0155,29,19,10,0,stay,0
0,47,33.8474,-116.9611,12,58,0,10,wait,0
0,659,33.9554,-117.1504,100,0,10,0,move,0
0,410,34.1529,-117.5186,42,0,7,0,stay,0
0,490,34.0406,-117.2631,92,8,8,0,stay,0
0,486,34.0403,-117.2747,5,96,10,8,move,0
0,25,33.7574,-116.9547,72,40,1,0,stay,0
0,173,34.1473,-117.4907,57,50,3,0,stay,0
0,587,34.0352,-117.7124,75,68,10,0,stay,0
0,246,34.0147,-117.5441,0,44,0,6,wait,0
0,203,33.9415,-117.5445,93,25,3,0,stay,0
0,419,34.5602,-117.253,82,74,7,0,stay,0
0,499,33.9632,-117.37,20,32,6,8,move,0
0,484,34.514,-117.2629,95,31,8,0,stay,0
0,656,34.0436,-116.9554,40,0,0,0,wait,0
0,189,34.0746,-117.5469,72,99,6,3,move,0
0,86,33.7917,-117.5184,64,30,2,0,stay,0
0,494,34.0601,-117.396,18,42,6,8,move,0
0,1,33.7797,-117.0363,81,73,1,0,stay,0
0,380,34.065,-117.5828,9,26,5,6,move,0
0,585,34.1665,-117.6395,21,61,0,6,wait,0
0,633,33.9473,-117.0526,77,85,0,8,wait,0
0,105,33.9682,-117.5612,53,77,0,6,wait,0
0,562,33.9876,-117.6539,69,78,0,6,wait,0
0,260,33.9558,-117.7245,26,67,0,6,wait,0
0,436,34.4909,-117.3653,25,7,7,0,stay,0
0,533,33.9911,-117.2079,81,17,9,0,stay,0
0,212,33.9804,-117.5532,64,74,0,6,wait,0
0,322,34.2055,-117.6261,4,42,6,5,move,0
0,147,34.0281,-117.5744,95,94,3,0,stay,0
0,443,34.546,-117.166,36,96,0,0,wait,0
0,312,34.0627,-117.422,35,56,8,5,move,0
0,473,34.6586,-117.2252,99,55,8,0,stay,0
0,296,34.0448,-117.5663,77,87,6,5,move,0
0,199,34.1064,-117.3918,100,86,3,0,stay,0
0,239,34.018,-117.5334,77,31,4,0,stay,0
0,55,33.7201,-116.9814,81,96,10,1,move,0
0,41,33.7404,-116.8723,92,9,1,0,stay,0
0,445,34.4981,-117.3449,68,3,7,0,stay,0
0,589,34.089,-117.5747,44,74,0,6,wait,0
0,648,34.1224,-117.1138,88,70,10,0,stay,0
0,291,34.0314,-117.5486,68,95,6,5,move,0
0,664,33.9314,-117.0722,62,0,10,0,move,0
0,613,33.9601,-117.8036,82,22,10,0,stay,0
0,485,34.5523,-117.2024,38,56,7,8,move,0
0,595,34.0003,-117.7884,76,15,0,10,move,0
0,368,34.0031,-117.5535,91,95,5,6,move,0
0,113,33.7992,-117.531,22,12,2,0,stay,0
0,305,34.0932,-117.6398,74,93,0,6,wait,0
0,409,34.1705,-117.5545,10,45,6,7,move,0
0,518,34.0272,-117.3429,27,34,8,9,move,0
0,391,34.2011,-117.6035,74,39,6,0,stay,0
0,56,33.6365,-116.9792,70,49,1,0,stay,0
0,247,34.0527,-117.6448,4,32,6,4,move,0
0,504,33.9923,-117.2353,15,38,0,10,wait,0
0,433,34.5419,-117.3772,4,10,3,7,move,0
0,163,34.2308,-117.5385,15,24,0,6,wait,0
0,356,34.1925,-117.5446,97,22,0,6,move,0
0,278,34.1708,-117.5721,54,24,5,0,stay,0
0,109,33.747,-117.6199,4,24,0,6,wait,0
0,577,34.0247,-117.6522,39,95,6,9,move,0
0,24,33.7637,-116.99,30,68,10,1,move,0
0,347,34.0943,-117.6272,70,0,5,0,move,0
0,28,33.6785,-117.0615,79,35,1,0,stay,0
0,630,34.0867,-117.0843,61,74,8,10,move,0
0,297,34.0285,-117.6097,88,38,5,0,stay,0
0,343,34.1242,-117.4964,27,29,0,6,wait,0
0,623,34.0322,-117.705,67,34,10,0,stay,0
0,550,34.1128,-117.2334,26,24,9,0,stay,0
0,650,34.1196,-117.1274,17,43,8,10,move,0
0,317,34.1355,-117.5807,3,58,0,6,wait,0
0,521,34.1297,-117.1909,43,35,9,0,stay,0
0,70,33.8841,-117.5847,54,0,1,0,move,0
0,385,34.2049,-117.519,56,0,0,6,move,0
0,264,34.1574,-117.7172,76,75,4,0,stay,0
0,599,34.0699,-117.6776,85,49,10,0,stay,0
0,472,34.4716,-117.2612,91,16,8,0,stay,0
0,517,34.0214,-117.3635,27,61,8,9,move,0
0,155,34.0288,-117.6125,42,24,3,0,stay,0
0,79,33.8317,-117.4437,47,49,8,2,move,0
0,158,34.2087,-117.4734,89,30,3,0,stay,0
0,330,33.9945,-117.6333,36,70,0,6,wait,0
0,628,34.0399,-117.1695,54,94,0,8,wait,0
0,3,33.6279,-116.9642,60,16,1,0,stay,0
0,78,33.9469,-117.5771,68,96,6,2,move,0
0,645,34.0535,-117.0594,26,99,8,10,move,0
0,450,34.4858,-117.3846,31,80,6,7,move,0
0,402,34.22,-117.6194,46,26,7,0,stay,0
0,345,34.0427,-117.4532,57,95,0,6,wait,0
0,42,33.6535,-117.0892,98,69,1,0,stay,0
0,146,33.9969,-117.6094,66,70,0,6,wait,0
0,120,33.9119,-117.6625,24,30,6,2,move,0
0,116,33.7621,-117.6005,93,89,2,0,stay,0
0,373,33.9867,-117.6313,88,4,0,6,move,0
0,557,33.9458,-117.1969,16,45,8,9,move,0
0,636,33.9939,-117.045,2,86,8,10,move,0
0,493,34.1207,-117.3178,100,98,8,0,stay,0
0,387,34.0344,-117.5751,15,22,5,6,move,0
0,285,34.0885,-117.5451,51,62,0,6,wait,0
0,629,34.1101,-117.0909,41,33,10,0,stay,0
0,17,33.6785,-116.8776,48,22,1,0,stay,0
0,571,34.0857,-117.6852,0,32,6,9,move,0
0,344,34.1153,-117.4622,83,46,5,0,stay,0
0,421,34.4747,-117.1819,22,24,8,7,move,0
0,286,34.005,-117.4246,63,39,5,0,stay,0
0,202,34.0379,-117.575,54,78,6,3,move,0
0,556,34.0773,-117.4155,90,58,9,0,stay,0
0,293,34.1351,-117.6236,25,8,5,0,stay,0
0,561,34.0785,-117.7264,22,43,4,9,move,0
0,496,34.1229,-117.3411,61,48,8,0,stay,0
0,69,33.86,-117.5882,49,0,1,0,move,0
0,236,34.1623,-117.7108,79,71,4,0,stay,0
0,71,33.9098,-117.6374,35,0,1,0,move,0
0,606,34.032,-117.6627,64,83,6,10,move,0
0,139,34.0126,-117.6105,28,54,6,2,move,0
0,148,34.1913,-117.537,28,57,0,6,wait,0
0,74,33.7898,-117.4579,87,40,2,0,stay,0
0,435,34.5928,-117.2639,55,96,0,0,wait,0
0,332,33.9981,-117.4556,21,79,0,8,wait,0
0,461,34.5207,-117.3932,45,89,6,7,move,0
0,193,34.1497,-117.4921,56,60,0,6,wait,0
0,502,34.0132,-117.2105,29,8,8,0,stay,0
0,487,34.02,-117.4353,2,90,6,8,move,0
0,548,33.9825,-117.19,66,73,8,9,move,0
0,357,34.1094,-117.4427,21,20,0,6,move,0
0,641,33.9725,-117.1667,52,69,8,10,move,0
0,372,34.1684,-117.4704,22,7,0,6,move,0
0,509,34.0619,-117.2247,52,9,0,8,move,0
0,111,33.8876,-117.6224,79,7,2,0,stay,0
0,416,34.476,-117.2667,79,64,7,0,stay,0
0,138,34.2122,-117.4053,8,20,0,8,wait,0
0,646,34.1233,-117.0262,4,79,8,10,move,0
0,290,34.007,-117.4491,30,2,5,0,stay,0
0,351,34.1403,-117.5138,89,0,5,0,move,0
0,437,34.5898,-117.3436,91,65,7,0,stay,0
0,136,34.0275,-117.4474,16,79,8,2,move,0
0,359,34.0848,-117.565,78,61,0,6,move,0
0,51,33.7704,-117.0728,22,81,0,10,wait,0
0,271,34.0602,-117.4743,32,68,0,6,wait,0
0,479,34.5433,-117.2807,37,91,7,8,move,0
0,244,34.1345,-117.5973,43,25,4,0,stay,0
0,230,34.1043,-117.7076,9,25,0,6,wait,0
0,195,34.206,-117.5672,94,88,3,0,stay,0
0,538,34.1507,-117.2145,37,46,8,9,move,0
0,560,34.1458,-117.1958,72,19,9,0,stay,0
0,568,34.0894,-117.7862,29,8,9,0,stay,0
0,447,34.4981,-117.1766,70,76,0,0,wait,0
0,644,33.9934,-116.9428,9,9,10,0,stay,0
0,491,34.0316,-117.4232,52,78,0,6,wait,0
0,652,34.0438,-117.0245,2,0,10,0,move,0
0,537,34.1284,-117.2113,2,79,8,9,move,0
0,352,34.1453,-117.4632,58,25,6,0,stay,0
0,527,34.0393,-117.4083,63,80,8,9,move,0
0,444,34.449,-117.1756,37,59,8,7,move,0
0,662,34.0843,-117.0821,11,0,0,0,wait,0
0,369,34.0998,-117.6301,2,48,5,6,move,0
0,15,33.6599,-117.0275,66,41,1,0,stay,0
0,224,33.9505,-117.6744,91,7,4,0,stay,0
0,622,34.0669,-117.6822,64,90,0,6,wait,0
0,569,34.1472,-117.7309,17,53,0,6,wait,0
0,4,33.6657,-116.9822,66,23,1,0,stay,0
0,94,33.8618,-117.6066,42,61,0,6,wait,0
0,273,34.2075,-117.4483,85,44,4,0,stay,0
0,66,33.7569,-117.6022,23,0,1,0,move,0
0,43,33.7261,-117.0266,34,76,10,1,move,0
0,456,34.6488,-117.3873,93,6,7,0,stay,0
0,637,33.9612,-117.0152,73,79,8,10,move,0
0,631,33.921,-116.9742,63,23,0,10,move,0
0,400,34.0869,-117.6345,95,91,0,6,move,0
0,179,34.1331,-117.5725,58,41,3,0,stay,0
0,532,33.9275,-117.3346,29,3,9,0,stay,0
0,575,34.1943,-117.7893,17,29,4,9,move,0
0,475,34.5437,-117.3265,65,5,8,0,stay,0
0,64,33.8844,-117.4512,46,0,1,0,move,0
0,376,34.1923,-117.6438,65,32,0,6,move,0
0,276,34.0192,-117.5949,32,68,0,6,wait,0
0,101,33.8753,-117.5841,49,34,2,0,stay,0
0,626,33.9815,-116.998,28,24,0,10,move,0
0,324,34.0084,-117.5282,51,15,5,0,stay,0
0,114,33.8714,-117.5571,59,23,2,0,stay,0
0,326,34.1589,-117.6353,38,33,5,0,stay,0
0,307,34.1539,-117.484,39,83,0,6,wait,0
0,33,33.7858,-116.9876,24,65,10,1,move,0
0,168,34.0174,-117.4728,48,97,0,6,wait,0
0,412,34.6361,-117.2202,80,41,7,0,stay,0
0,87,33.9253,-117.6694,3,97,6,2,move,0
0,315,34.2065,-117.6657,88,18,5,0,stay,0
0,483,34.574,-117.3277,1,57,7,8,move,0
0,39,33.7099,-116.8904,77,18,1,0,stay,0
0,334,34.1449,-117.4522,13,11,5,0,stay,0
0,335,34.2115,-117.5763,42,27,5,0,stay,0
0,469,34.4339,-117.3556,31,85,6,7,move,0
0,294,34.0961,-117.5641,73,2,5,0,stay,0
0,388,34.1299,-117.5184,15,91,3,6,move,0
0,125,33.7645,-117.5683,75,38,2,0,stay,0
0,272,34.1378,-117.5733,78,58,4,0,stay,0
0,38,33.7019,-117.1163,23,70,10,1,move,0
0,625,34.1366,-117.6409,85,25,10,0,stay,0
0,513,34.0404,-117.2961,52,36,8,0,stay,0
0,362,34.1734,-117.4548,48,46,0,6,move,0
0,187,34.109,-117.3961,73,72,3,0,stay,0
0,393,34.084,-117.5345,99,59,0,6,move,0
0,73,33.8163,-117.4498,43,48,8,2,move,0
0,596,34.0042,-117.8107,9,4,10,0,stay,0
0,481,34.4795,-117.307,57,33,8,0,stay,0
0,175,34.0872,-117.4573,42,63,0,6,wait,0
0,44,33.6399,-116.8877,84,68,1,0,stay,0
0,250,33.9772,-117.5316,93,56,4,0,stay,0
0,243,34.0901,-117.6662,22,15,4,0,stay,0
0,397,34.0374,-117.4827,66,65,6,0,stay,0
0,295,34.1057,-117.5614,22,48,0,6,wait,0
0,143,34.0975,-117.4982,39,3,3,0,stay,0
0,310,34.0375,-117.5725,78,9,5,0,stay,0
0,346,34.0798,-117.4828,57,63,0,6,wait,0
0,552,34.1047,-117.2837,58,87,8,9,move,0
0,565,34.0662,-117.6174,48,81,0,6,wait,0
0,492,33.9973,-117.2397,71,69,8,0,stay,0
0,448,34.4314,-117.2061,15,56,8,7,move,0
0,254,33.9854,-117.74,27,37,6,4,move,0
0,601,34.0894,-117.674,51,13,10,0,stay,0
0,7,33.714,-116.8707,11,62,10,1,move,0
0,654,34.1088,-116.9939,49,0,10,0,move,0
0,215,33.9397,-117.7411,3,31,6,4,move,0
0,263,34.1817,-117.7665,21,31,0,6,wait,0
0,5,33.7985,-116.8695,91,49,1,0,stay,0
0,191,34.1558,-117.5621,26,90,0,6,wait,0
0,657,34.1036,-116.9846,54,0,10,0,move,0
0,21,33.8529,-116.9461,40,85,0,10,wait,0
0,188,34.0466,-117.6012,53,0,3,0,stay,0
0,602,34.0479,-117.6769,70,10,10,0,stay,0
0,259,34.0146,-117.7462,2,7,6,4,move,0
0,451,34.6485,-117.1458,62,80,0,0,wait,0
0,13,33.7735,-116.9611,63,37,1,0,stay,0
0,546,34.0517,-117.397,34,42,8,9,move,0
0,183,34.209,-117.3823,1,72,8,3,move,0
0,449,34.4766,-117.393,87,64,7,0,stay,0
0,441,34.5081,-117.1581,53,47,7,0,stay,0
0,300,34.1294,-117.4499,100,39,5,0,stay,0
