tick,customer_ID,latitude,longitude,stickiness,random_number,current_firm,previous_firm,decision,c_deviance_propensity
0,441,34.5081,-117.1581,53,54,0,0,wait,0
0,16,33.7197,-117.1116,0,99,10,1,move,0
0,584,34.1816,-117.7664,0,91,4,10,move,0
0,660,34.005,-117.0066,6,0,0,0,wait,0
0,338,34.0553,-117.5462,95,99,6,5,move,0
0,171,34.0124,-117.4769,91,26,3,0,stay,0
0,616,34.1333,-117.8062,7,24,4,10,move,0
0,78,33.9469,-117.5771,68,28,2,0,stay,0
0,278,34.1708,-117.5721,54,44,5,0,stay,0
0,132,34.1893,-117.4066,1,49,8,2,move,0
0,459,34.4999,-117.1547,6,47,0,0,wait,0
0,363,34.0075,-117.4774,10,44,8,6,move,0
0,498,34.0157,-117.306,100,16,8,0,stay,0
0,189,34.0746,-117.5469,72,27,3,0,stay,0
0,292,34.0366,-117.6194,73,45,5,0,stay,0
0,62,33.9787,-117.4881,17,0,1,0,move,0
0,197,34.0293,-117.4641,16,80,0,6,wait,0
0,252,34.0474,-117.5422,83,79,4,0,stay,0
0,125,33.7645,-117.5683,75,57,2,0,stay,0
0,388,34.1299,-117.5184,15,87,3,6,move,0
0,192,34.0788,-117.4906,74,47,3,0,stay,0
0,334,34.1449,-117.4522,13,45,0,6,wait,0
0,314,34.1672,-117.6516,22,88,6,5,move,0
0,372,34.1684,-117.4704,22,27,3,6,move,0
0,24,33.7637,-116.99,30,81,0,10,wait,0
0,663,33.929,-116.9811,46,0,10,0,move,0
0,437,34.5898,-117.3436,91,58,7,0,stay,0
0,67,33.8774,-117.5754,32,0,1,0,move,0
0,306,34.2059,-117.624,44,78,0,6,wait,0
0,531,34.0782,-117.234,74,19,9,0,stay,0
0,349,34.0962,-117.5688,86,0,5,0,move,0
0,456,34.6488,-117.3873,93,17,7,0,stay,0
0,544,34.0337,-117.4353,82,13,9,0,stay,0
0,466,34.5675,-117.3084,28,44,0,0,wait,0
0,572,34.155,-117.608,27,95,6,9,move,0
0,346,34.0798,-117.4828,57,21,5,0,stay,0
0,176,34.1971,-117.6076,54,50,3,0,stay,0
0,182,33.9944,-117.4619,16,48,8,3,move,0
0,124,33.9763,-117.6259,51,84,0,6,wait,0
0,129,33.9672,-117.4933,15,93,0,6,wait,0
0,103,33.8485,-117.6607,39,98,4,2,move,0
0,642,34.1111,-117.0155,29,70,8,10,move,0
0,508,34.0485,-117.2082,36,98,10,8,move,0
0,639,33.8969,-116.9642,42,74,0,8,wait,0
0,385,34.2049,-117.519,56,76,3,6,move,0
0,234,34.0794,-117.5432,6,3,4,0,stay,0
0,525,34.0519,-117.2669,51,68,8,9,move,0
0,472,34.4716,-117.2612,91,55,8,0,stay,0
0,416,34.476,-117.2667,79,46,7,0,stay,0
0,123,33.7953,-117.5011,57,14,2,0,stay,0
0,122,33.7321,-117.6589,30,37,4,2,move,0
0,220,33.9725,-117.7549,69,90,0,6,wait,0
0,12,33.7966,-117.0873,22,66,10,1,move,0
0,477,34.5219,-117.3762,98,92,8,0,stay,0
0,72,33.8056,-117.5736,64,26,2,0,stay,0
0,655,34.0482,-117.1048,38,0,10,0,move,0
0,650,34.1196,-117.1274,17,75,8,10,move,0
0,367,34.1282,-117.5695,0,57,5,6,move,0
0,137,34.0738,-117.4518,82,68,2,0,stay,0
0,615,34.0091,-117.5672,4,70,6,10,move,0
0,58,33.7037,-117.0643,2,27,10,1,move,0
0,277,34.0752,-117.4636,89,79,5,0,stay,0
0,221,34.1372,-117.6411,43,32,4,0,stay,0
0,184,34.0469,-117.5991,15,30,6,3,move,0
0,272,34.1378,-117.5733,78,73,4,0,stay,0
0,249,34.0122,-117.7292,65,81,6,4,move,0
0,213,34.0596,-117.551,2,64,0,6,wait,0
0,158,34.2087,-117.4734,89,8,3,0,stay,0
0,545,33.9199,-117.3388,93,46,9,0,stay,0
0,592,34.0924,-117.6392,51,73,0,6,wait,0
0,344,34.1153,-117.4622,83,36,5,0,stay,0
0,630,34.0867,-117.0843,61,3,10,0,stay,0
0,649,34.0088,-117.1598,88,23,10,0,stay,0
0,485,34.5523,-117.2024,38,14,0,8,move,0
0,383,34.074,-117.6141,83,29,0,6,move,0
0,450,34.4858,-117.3846,31,68,0,6,wait,0
0,542,34.0278,-117.3588,97,78,9,0,stay,0
0,33,33.7858,-116.9876,24,30,0,10,wait,0
0,432,34.5703,-117.1944,16,27,0,0,wait,0
0,439,34.4928,-117.2012,86,93,0,8,wait,0
0,225,34.0779,-117.6931,93,4,4,0,stay,0
0,170,34.2295,-117.4214,36,41,0,6,wait,0
0,364,34.2312,-117.584,78,3,6,0,stay,0
0,121,33.8519,-117.5197,48,26,2,0,stay,0
0,521,34.1297,-117.1909,43,57,8,9,move,0
0,530,34.1534,-117.3157,90,64,9,0,stay,0
0,118,33.9158,-117.5728,95,75,2,0,stay,0
0,239,34.018,-117.5334,77,68,4,0,stay,0
0,160,34.0496,-117.4757,33,71,0,6,wait,0
0,111,33.8876,-117.6224,79,64,2,0,stay,0
0,304,34.2205,-117.5943,7,79,0,6,wait,0
0,316,34.1743,-117.5852,64,74,6,5,move,0
0,53,33.8167,-117.0198,38,6,1,0,stay,0
0,418,34.5737,-117.2298,42,19,7,0,stay,0
0,290,34.007,-117.4491,30,13,5,0,stay,0
0,313,34.0304,-117.5273,48,79,0,6,wait,0
0,187,34.109,-117.3961,73,47,3,0,stay,0
0,374,34.1754,-117.452,97,30,0,6,move,0
0,198,34.0192,-117.4844,92,63,3,0,stay,0
0,89,33.9678,-117.5556,71,54,2,0,stay,0
0,28,33.6785,-117.0615,79,89,10,1,move,0
0,492,33.9973,-117.2397,71,97,0,10,wait,0
0,506,34.0235,-117.2991,86,39,8,0,stay,0
0,163,34.2308,-117.5385,15,43,0,6,wait,0
0,326,34.1589,-117.6353,38,24,5,0,stay,0
0,295,34.1057,-117.5614,22,75,0,6,wait,0
0,345,34.0427,-117.4532,57,31,5,0,stay,0
0,321,34.0968,-117.6429,87,65,5,0,stay,0
0,567,33.974,-117.7364,88,68,9,0,stay,0
0,526,33.9273,-117.3922,76,50,9,0,stay,0
0,427,34.6569,-117.2931,75,82,0,0,wait,0
0,275,34.0193,-117.5519,3,0,4,0,move,0
0,112,33.8364,-117.6293,47,43,2,0,stay,0
0,618,34.0779,-117.5797,60,40,0,10,move,0
0,331,34.2134,-117.4495,19,70,6,5,move,0
0,108,33.9723,-117.6028,43,75,6,2,move,0
0,266,33.9506,-117.6575,59,41,4,0,stay,0
0,300,34.1294,-117.4499,100,66,5,0,stay,0
0,91,33.8847,-117.453,30,79,0,8,wait,0
0,452,34.6447,-117.1647,18,47,0,0,wait,0
0,206,34.1355,-117.7588,44,51,6,4,move,0
0,228,34.1775,-117.6761,84,75,4,0,stay,0
0,430,34.428,-117.3816,39,2,7,0,stay,0
0,651,34.0576,-117.1743,36,0,10,0,move,0
0,38,33.7019,-117.1163,23,91,0,10,wait,0
0,258,34.0057,-117.5554,24,6,4,0,stay,0
0,298,34.1017,-117.5228,4,13,0,6,wait,0
0,623,34.0322,-117.705,67,73,4,10,move,0
0,476,34.4388,-117.3035,98,9,8,0,stay,0
0,552,34.1047,-117.2837,58,97,8,9,move,0
0,57,33.8446,-116.945,30,97,10,1,move,0
0,408,33.9962,-117.4786,44,26,7,0,stay,0
0,190,34.0082,-117.3643,18,51,8,3,move,0
0,175,34.0872,-117.4573,42,96,0,6,wait,0
0,599,34.0699,-117.6776,85,92,0,6,wait,0
0,613,33.9601,-117.8036,82,31,10,0,stay,0
0,449,34.4766,-117.393,87,90,0,6,wait,0
0,271,34.0602,-117.4743,32,36,0,6,wait,0
0,191,34.1558,-117.5621,26,13,3,0,stay,0
0,633,33.9473,-117.0526,77,77,10,0,stay,0
0,529,34.1339,-117.2341,44,72,8,9,move,0
0,581,34.1235,-117.6856,73,66,9,0,stay,0
0,145,34.2109,-117.435,22,53,0,6,wait,0
0,202,34.0379,-117.575,54,17,3,0,stay,0
0,168,34.0174,-117.4728,48,61,0,6,wait,0
0,359,34.0848,-117.565,78,53,6,0,stay,0
0,318,34.2311,-117.4734,91,72,5,0,stay,0
0,460,34.4202,-117.3274,79,84,8,7,move,0
0,586,34.1434,-117.6155,7,55,6,10,move,0
0,389,34.0241,-117.4208,92,41,0,6,move,0
0,474,34.64,-117.1963,39,8,8,0,stay,0
0,40,33.7309,-117.0894,1,31,10,1,move,0
0,634,34.0429,-117,73,40,10,0,stay,0
0,332,33.9981,-117.4556,21,2,5,0,stay,0
0,255,34.066,-117.5942,14,44,0,6,wait,0
0,209,34.1546,-117.6337,64,4,4,0,stay,0
0,386,34.0515,-117.555,71,20,0,6,move,0
0,224,33.9505,-117.6744,91,32,4,0,stay,0
0,664,33.9314,-117.0722,62,0,10,0,move,0
0,227,34.0978,-117.6925,54,13,4,0,stay,0
0,97,33.7447,-117.6909,12,3,2,0,stay,0
0,274,34.099,-117.506,72,84,6,4,move,0
0,556,34.0773,-117.4155,90,34,9,0,stay,0
0,620,33.9561,-117.581,19,61,6,10,move,0
0,657,34.1036,-116.9846,54,0,10,0,move,0
0,339,34.1626,-117.5665,71,42,5,0,stay,0
0,83,33.7831,-117.5209,70,67,2,0,stay,0
0,256,34.063,-117.7038,32,15,4,0,stay,0
0,625,34.1366,-117.6409,85,9,10,0,stay,0
0,610,34.0865,-117.7933,82,53,10,0,stay,0
0,153,34.1811,-117.5054,3,48,0,6,wait,0
0,366,34.0488,-117.6041,25,92,5,6,move,0
0,196,34.1556,-117.4093,1,36,0,8,wait,0
0,147,34.0281,-117.5744,95,82,3,0,stay,0
0,573,33.9889,-117.6725,12,91,0,6,wait,0
0,25,33.7574,-116.9547,72,13,1,0,stay,0
0,110,33.8021,-117.5697,80,38,2,0,stay,0
0,263,34.1817,-117.7665,21,56,0,6,wait,0
0,583,34.0087,-117.6169,57,65,0,6,wait,0
0,39,33.7099,-116.8904,77,8,1,0,stay,0
0,323,34.2017,-117.478,34,36,6,5,move,0
0,595,34.0003,-117.7884,76,85,4,10,move,0
0,553,34.0979,-117.213,87,9,9,0,stay,0
0,4,33.6657,-116.9822,66,21,1,0,stay,0
0,150,34.1328,-117.5383,11,30,6,3,move,0
0,328,34.0162,-117.5749,72,14,5,0,stay,0
0,114,33.8714,-117.5571,59,76,6,2,move,0
0,105,33.9682,-117.5612,53,15,2,0,stay,0
0,603,34.1816,-117.5692,91,75,10,0,stay,0
0,447,34.4981,-117.1766,70,49,7,0,stay,0
0,493,34.1207,-117.3178,100,61,8,0,stay,0
0,593,34.0785,-117.7177,15,58,4,10,move,0
0,509,34.0619,-117.2247,52,98,10,8,move,0
0,561,34.0785,-117.7264,22,29,4,9,move,0
0,479,34.5433,-117.2807,37,16,8,0,stay,0
0,152,34.2345,-117.5217,89,91,0,6,wait,0
0,446,34.4911,-117.2167,41,9,7,0,stay,0
0,22,33.7423,-117.0272,27,70,10,1,move,0
0,166,34.0628,-117.5103,42,57,0,6,wait,0
0,571,34.0857,-117.6852,0,11,6,9,move,0
0,302,34.1233,-117.4628,83,78,5,0,stay,0
0,203,33.9415,-117.5445,93,40,3,0,stay,0
0,589,34.089,-117.5747,44,66,6,10,move,0
0,490,34.0406,-117.2631,92,80,8,0,stay,0
0,352,34.1453,-117.4632,58,42,0,6,move,0
0,276,34.0192,-117.5949,32,64,0,6,wait,0
0,511,34.03,-117.4189,76,41,8,0,stay,0
0,246,34.0147,-117.5441,0,4,6,4,move,0
0,611,34.0131,-117.737,2,95,4,10,move,0
0,167,34.0078,-117.5075,14,87,0,6,wait,0
0,438,34.5888,-117.1527,65,81,0,0,wait,0
0,327,34.0689,-117.5761,93,28,5,0,stay,0
0,52,33.8274,-117.0534,92,62,1,0,stay,0
0,442,34.5253,-117.1763,57,8,7,0,stay,0
0,510,33.9283,-117.4366,83,5,0,8,move,0
0,543,34.1096,-117.3081,40,14,9,0,stay,0
0,10,33.6256,-116.9321,34,9,1,0,stay,0
0,619,34.1172,-117.7404,70,32,10,0,stay,0
0,463,34.5202,-117.279,33,82,3,7,move,0
0,18,33.8306,-116.8959,21,39,10,1,move,0
0,286,34.005,-117.4246,63,63,5,0,stay,0
0,71,33.9098,-117.6374,35,0,1,0,move,0
0,26,33.8489,-117.015,16,48,10,1,move,0
0,201,33.9768,-117.7308,47,15,3,0,stay,0
0,436,34.4909,-117.3653,25,95,0,6,wait,0
0,539,34.0313,-117.2988,46,1,9,0,stay,0
0,5,33.7985,-116.8695,91,53,1,0,stay,0
0,387,34.0344,-117.5751,15,72,5,6,move,0
0,48,33.8646,-116.9567,49,8,1,0,stay,0
0,315,34.2065,-117.6657,88,39,5,0,stay,0
0,106,33.8091,-117.5753,57,36,2,0,stay,0
0,226,34.0852,-117.6545,43,4,4,0,stay,0
0,370,33.9938,-117.4496,74,5,0,6,move,0
0,180,34.0446,-117.3973,57,49,3,0,stay,0
0,174,34.1527,-117.3691,93,85,3,0,stay,0
0,362,34.1734,-117.4548,48,12,6,0,stay,0
0,580,33.9581,-117.5936,61,98,0,6,wait,0
0,247,34.0527,-117.6448,4,80,6,4,move,0
0,537,34.1284,-117.2113,2,90,8,9,move,0
0,288,34.1629,-117.487,87,96,0,6,wait,0
0,283,34.0726,-117.4739,34,9,5,0,stay,0
0,358,34.1717,-117.5443,13,3,0,6,move,0
0,133,34.0761,-117.4371,51,83,8,2,move,0
0,76,33.7587,-117.4637,33,27,2,0,stay,0
0,562,33.9876,-117.6539,69,83,0,6,wait,0
0,75,33.9383,-117.5611,34,20,2,0,stay,0
0,631,33.921,-116.9742,63,47,10,0,stay,0
0,444,34.449,-117.1756,37,57,0,8,wait,0
0,478,34.538,-117.1999,88,17,8,0,stay,0
0,96,33.8355,-117.6038,47,88,0,6,wait,0
0,222,34.0582,-117.6291,20,85,6,4,move,0
0,270,34.1689,-117.449,45,56,0,6,wait,0
0,15,33.6599,-117.0275,66,87,0,10,wait,0
0,303,34.1226,-117.493,8,75,6,5,move,0
0,156,34.0831,-117.5482,32,4,3,0,stay,0
0,14,33.6406,-117.0537,46,14,1,0,stay,0
0,503,33.9607,-117.3159,52,41,8,0,stay,0
0,622,34.0669,-117.6822,64,16,10,0,stay,0
0,248,34.1193,-117.6831,19,88,6,4,move,0
0,178,34.0496,-117.581,73,24,3,0,stay,0
0,540,34.1512,-117.326,82,19,9,0,stay,0
0,353,34.0089,-117.6099,68,37,6,0,stay,0
0,87,33.9253,-117.6694,3,6,6,2,move,0
0,390,34.1423,-117.5426,34,13,0,6,move,0
0,551,34.0938,-117.3644,28,64,8,9,move,0
0,204,33.9596,-117.7356,90,36,3,0,stay,0
0,90,33.9393,-117.5699,5,49,0,6,wait,0
0,238,34.1122,-117.7242,37,51,0,6,wait,0
0,165,34.1359,-117.5398,35,82,6,3,move,0
0,142,34.2028,-117.3892,78,39,3,0,stay,0
0,356,34.1925,-117.5446,97,80,0,6,move,0
0,638,33.9408,-117.0021,41,97,8,10,move,0
0,267,34.0193,-117.5492,59,88,6,4,move,0
0,210,33.9508,-117.6165,26,48,6,4,move,0
0,454,34.622,-117.3642,10,49,0,0,wait,0
0,183,34.209,-117.3823,1,15,8,3,move,0
0,594,34.0891,-117.7924,23,17,10,0,stay,0
0,88,33.8871,-117.5314,13,61,6,2,move,0
0,637,33.9612,-117.0152,73,10,10,0,stay,0
0,93,33.9697,-117.4467,34,43,8,2,move,0
0,308,34.1698,-117.498,58,16,5,0,stay,0
0,232,34.1351,-117.7382,55,53,4,0,stay,0
0,319,34.0258,-117.5902,72,97,6,5,move,0
0,559,33.9818,-117.4325,62,13,9,0,stay,0
0,330,33.9945,-117.6333,36,7,5,0,stay,0
0,662,34.0843,-117.0821,11,0,10,0,move,0
0,154,34.1767,-117.6006,76,10,3,0,stay,0
0,193,34.1497,-117.4921,56,50,3,0,stay,0
0,404,34.1474,-117.5786,97,54,7,0,stay,0
0,45,33.669,-116.8689,82,95,10,1,move,0
0,428,34.5154,-117.3921,81,99,6,7,move,0
0,244,34.1345,-117.5973,43,93,6,4,move,0
0,373,33.9867,-117.6313,88,19,0,6,move,0
0,126,33.8782,-117.4549,99,24,2,0,stay,0
0,534,34.1077,-117.2741,70,30,9,0,stay,0
0,251,34.1695,-117.534,66,62,4,0,stay,0
0,518,34.0272,-117.3429,27,18,9,0,stay,0
0,257,34.1555,-117.5973,64,61,4,0,stay,0
0,394,34.0273,-117.4769,72,65,0,6,move,0
0,50,33.7309,-116.9557,31,0,1,0,stay,0
0,497,34.1088,-117.4008,41,25,8,0,stay,0
0,100,33.7384,-117.6646,28,53,4,2,move,0
0,229,33.9421,-117.6401,48,78,0,6,wait,0
0,533,33.9911,-117.2079,81,59,9,0,stay,0
0,549,33.979,-117.283,91,21,9,0,stay,0
0,535,34.1201,-117.351,82,9,9,0,stay,0
0,489,34.1342,-117.3495,55,36,8,0,stay,0
0,219,34.0434,-117.5515,33,21,4,0,stay,0
0,538,34.1507,-117.2145,37,73,8,9,move,0
0,8,33.68,-116.9031,48,93,10,1,move,0
0,296,34.0448,-117.5663,77,3,5,0,stay,0
0,185,34.0921,-117.4842,83,28,3,0,stay,0
0,484,34.514,-117.2629,95,79,8,0,stay,0
0,342,34.1409,-117.421,64,35,5,0,stay,0
0,337,34.1184,-117.4633,23,84,0,6,wait,0
0,507,34.0065,-117.3783,45,33,8,0,stay,0
0,483,34.574,-117.3277,1,93,7,8,move,0
0,440,34.6179,-117.2766,68,67,7,0,stay,0
0,582,33.9583,-117.735,66,53,10,0,stay,0
0,368,34.0031,-117.5535,91,74,6,0,stay,0
0,47,33.8474,-116.9611,12,84,10,1,move,0
0,98,33.7945,-117.6349,14,97,6,2,move,0
0,261,34.1802,-117.6932,61,75,6,4,move,0
0,348,34.0281,-117.5398,32,0,5,0,move,0
0,159,34.1709,-117.4166,56,74,8,3,move,0
0,469,34.4339,-117.3556,31,9,7,0,stay,0
0,102,33.7316,-117.4724,90,43,2,0,stay,0
0,79,33.8317,-117.4437,47,98,8,2,move,0
0,289,34.0007,-117.476,21,66,0,6,wait,0
0,405,34.2079,-117.6234,0,63,0,6,wait,0
0,181,34.2075,-117.5141,55,81,0,6,wait,0
0,54,33.6983,-116.9961,46,85,10,1,move,0
0,455,34.4713,-117.1692,55,53,7,0,stay,0
0,585,34.1665,-117.6395,21,88,6,10,move,0
0,94,33.8618,-117.6066,42,57,0,6,wait,0
0,355,34.1595,-117.4673,9,7,6,0,stay,0
0,233,33.9793,-117.6797,88,85,4,0,stay,0
0,164,34.2035,-117.4905,99,64,3,0,stay,0
0,406,34.031,-117.4334,46,12,7,0,stay,0
0,134,34.052,-117.6055,63,2,2,0,stay,0
0,146,33.9969,-117.6094,66,59,3,0,stay,0
0,627,33.9895,-116.9747,19,78,8,10,move,0
0,375,34.0137,-117.497,57,84,8,6,move,0
0,635,34.1175,-117.0117,46,93,8,10,move,0
0,77,33.9378,-117.6786,63,7,2,0,stay,0
0,528,34.0488,-117.2228,17,87,8,9,move,0
0,311,34.1223,-117.5128,68,27,5,0,stay,0
0,19,33.8214,-116.8761,27,2,1,0,stay,0
0,155,34.0288,-117.6125,42,46,0,6,wait,0
0,46,33.8567,-116.9604,2,17,10,1,move,0
0,398,34.134,-117.4427,53,55,8,6,move,0
0,468,34.6352,-117.3275,37,97,0,0,wait,0
0,113,33.7992,-117.531,22,1,2,0,stay,0
0,11,33.63,-116.9826,93,13,1,0,stay,0
0,268,33.9698,-117.545,66,80,6,4,move,0
0,451,34.6485,-117.1458,62,17,7,0,stay,0
0,604,34.1322,-117.6839,55,57,0,6,wait,0
0,652,34.0438,-117.0245,2,0,10,0,move,0
0,285,34.0885,-117.5451,51,52,6,5,move,0
0,471,34.5408,-117.1557,89,46,7,0,stay,0
0,641,33.9725,-117.1667,52,37,0,10,move,0
0,205,34.0096,-117.6988,91,27,4,0,stay,0
0,305,34.0932,-117.6398,74,87,6,5,move,0
0,335,34.2115,-117.5763,42,36,5,0,stay,0
0,578,34.0633,-117.7339,44,5,9,0,stay,0
0,73,33.8163,-117.4498,43,73,0,8,wait,0
0,465,34.4404,-117.3284,58,76,8,7,move,0
0,347,34.0943,-117.6272,70,0,5,0,move,0
0,149,34.0264,-117.4019,70,18,3,0,stay,0
0,351,34.1403,-117.5138,89,0,5,0,move,0
0,107,33.9647,-117.495,21,59,0,6,wait,0
0,443,34.546,-117.166,36,43,0,0,wait,0
0,519,33.9132,-117.3305,41,65,8,9,move,0
0,299,34.2063,-117.6644,27,78,0,6,wait,0
0,591,34.1358,-117.6836,24,3,10,0,stay,0
0,420,34.6058,-117.2045,4,46,0,0,wait,0
0,376,34.1923,-117.6438,65,29,0,6,move,0
0,69,33.86,-117.5882,49,0,1,0,move,0
0,400,34.0869,-117.6345,95,35,0,6,move,0
0,63,33.9444,-117.6894,44,0,1,0,move,0
0,49,33.679,-117.046,30,4,1,0,stay,0
0,647,34.0783,-117.0335,99,41,10,0,stay,0
0,55,33.7201,-116.9814,81,23,1,0,stay,0
0,609,33.9786,-117.7655,18,91,4,10,move,0
0,66,33.7569,-117.6022,23,0,1,0,move,0
0,464,34.5085,-117.2569,85,6,7,0,stay,0
0,445,34.4981,-117.3449,68,21,7,0,stay,0
0,279,34.0545,-117.4401,41,16,5,0,stay,0
0,399,34.0668,-117.5205,20,36,3,6,move,0
0,13,33.7735,-116.9611,63,86,10,1,move,0
0,64,33.8844,-117.4512,46,0,1,0,move,0
0,381,33.994,-117.453,74,31,0,6,move,0
0,119,33.8162,-117.4799,11,96,8,2,move,0
0,86,33.7917,-117.5184,64,39,2,0,stay,0
0,513,34.0404,-117.2961,52,57,6,8,move,0
0,570,34.0902,-117.5898,57,75,0,6,wait,0
0,195,34.206,-117.5672,94,55,3,0,stay,0
0,35,33.723,-116.8929,48,20,1,0,stay,0
0,429,34.5311,-117.1999,14,90,0,0,wait,0
0,333,33.9909,-117.4293,38,92,8,5,move,0
0,656,34.0436,-116.9554,40,0,10,0,move,0
0,141,34.1959,-117.4437,93,65,3,0,stay,0
